country,cases,recovered,deaths,critical,tests
World,30976621,22577829,960872,61363,0
China,85269,80464,4634,3,160000000
USA,6967403,4223693,203824,14084,97310312
India,5398230,4299724,86774,8944,62454254
Brazil,4528347,3820095,136565,8318,15011116
Russia,1097251,906462,19339,2300,42400000
Peru,762865,607837,31369,1421,3667968
Colombia,758398,627685,24039,863,3364500
Mexico,688954,492192,72803,2657,1565452
South Africa,659656,589434,15940,539,4024659
Spain,659334,0,30495,1345,10756835
Argentina,622934,478077,12799,3213,1707947
Chile,444674,418101,12254,894,3010713
France,442194,91574,31274,827,10000000
Iran,419043,357632,24118,3893,3719210
UK,390358,0,41759,138,21368297
Bangladesh,347372,254386,4913,0,1809679
Saudi Arabia,329271,309430,4458,1166,6009916
Iraq,315597,249539,8491,536,2039024
Pakistan,305031,292044,6415,562,3126380
Turkey,301348,266117,7445,1432,9173694
Italy,296569,217716,35692,215,10349386
Philippines,283460,209885,4930,1048,3330409
Germany,272308,243500,9466,246,14557136
Indonesia,240687,174350,9448,0,2885895
Israel,183602,132449,1226,604,3032739
Ukraine,172712,76754,3516,177,2014923
Canada,142774,124187,9211,82,6554147
Bolivia,130051,88457,7550,71,285256
Ecuador,125620,97063,11084,379,384106
Qatar,123146,120089,209,58,719057
Romania,111550,89119,4402,461,2210071
Dominican Republic,107700,80820,2044,210,442354
Kazakhstan,107199,101822,1671,221,2733455
Panama,105601,80190,2247,144,428842
Egypt,101900,88666,5750,41,135000
Morocco,99816,79008,1795,274,2366181
Belgium,99649,18908,9937,78,2814376
Kuwait,99049,89498,581,96,705029
Netherlands,91934,0,6275,64,2042887
Oman,91753,84648,818,180,309212
Sweden,88237,0,5865,15,1393161
Guatemala,85152,74497,3105,5,289901
UAE,84242,73512,404,0,8665567
Poland,78330,63861,2282,83,3081867
Japan,78073,70495,1495,161,1831246
Belarus,75461,73212,776,0,1715380
Honduras,70611,21149,2146,27,167103
Ethiopia,68131,27939,1089,294,1194795
Portugal,68025,45404,1899,64,2345680
Venezuela,65949,55155,539,146,1897741
Bahrain,64499,57299,221,46,1324002
Costa Rica,63712,23552,706,247,196377
Nepal,62797,45267,401,0,904706
Singapore,57558,57142,27,0,2498073
Nigeria,57145,48431,1095,7,482321
Uzbekistan,50992,47271,427,243,1377915
Algeria,49623,34923,1665,31,0
Switzerland,49283,40500,2045,29,1251614
Czech Republic,48306,24228,499,91,1170742
Armenia,47154,42551,928,0,259664
Moldova,46336,34236,1201,549,246764
Ghana,45877,45081,297,5,466845
Kyrgyzstan,45335,41484,1063,24,267718
Azerbaijan,39042,36601,574,0,1047906
Afghanistan,38919,32576,1437,93,108193
Austria,37474,28961,765,84,1432099
Kenya,36829,23777,646,44,504988
Palestine,35003,23446,253,0,359873
Paraguay,33015,17535,636,144,248376
Serbia,32840,31411,740,23,1069626
Ireland,32538,23364,1792,14,1030817
Lebanon,28297,11440,286,124,713366
El Salvador,27428,21247,808,92,362029
Libya,27234,14679,436,0,179696
Australia,26885,23962,844,12,7261973
Bosnia and Herzegovina,25217,17489,758,0,220278
South Korea,22893,19970,378,152,2219162
Denmark,22436,17316,635,4,3300734
Cameroon,20431,19124,416,30,149000
Cote d'Ivoire,19269,18392,120,0,150646
Bulgaria,18819,13558,755,37,491780
Hungary,16920,4382,675,30,604122
North Macedonia,16557,13792,689,4,174097
Madagascar,16020,14630,219,37,67031
Greece,14978,9989,331,65,1194013
Croatia,14725,12353,244,24,254480
Senegal,14688,11153,302,27,165299
Zambia,14070,13365,330,0,138427
Sudan,13535,6759,836,0,0
Norway,12858,10371,267,2,940722
Albania,12226,6888,358,13,74487
Congo,10488,9891,268,0,0
Namibia,10292,7969,111,13,87639
Guinea,10286,9681,63,24,31652
Malaysia,10167,9315,130,12,1417154
French Guiana,9692,9341,65,4,63050
Maldives,9649,8188,33,12,138608
Tajikistan,9303,8066,73,0,0
Tunisia,9110,2366,138,47,190241
Finland,8922,7700,339,3,878728
Gabon,8696,7848,53,5,147678
Haiti,8600,6363,221,0,25752
Montenegro,7898,5129,134,0,61307
Luxembourg,7804,6703,124,1,776619
Zimbabwe,7672,5914,225,0,157144
Mauritania,7365,6927,161,3,77592
Slovakia,6546,3519,39,22,408805
Mozambique,6537,3620,41,0,123212
Uganda,6017,2581,63,0,444346
Malawi,5718,4030,179,4,50051
Djibouti,5403,5333,61,0,73804
Eswatini,5245,4571,104,11,31766
Cabo Verde,5186,4581,50,0,76576
Cuba,5055,4284,113,18,531928
Hong Kong,5010,4707,103,13,2783134
Equatorial Guinea,5002,4509,83,0,57119
Congo,4986,3887,89,0,0
Nicaragua,4961,2913,147,0,0
Myanmar,4870,1188,81,0,212826
CAR,4786,1830,62,2,31723
Jamaica,4758,1327,60,9,71693
Suriname,4709,4383,97,7,12811
Rwanda,4689,2910,26,0,474039
Jordan,4540,2672,30,13,1057184
Slovenia,4309,2981,141,18,199408
Angola,3901,1445,147,13,65951
Trinidad and Tobago,3853,1695,61,6,28995
Syria,3765,932,170,0,0
Lithuania,3664,2197,87,0,722897
Mayotte,3541,2964,40,2,13000
Gambia,3504,1992,108,0,14749
Thailand,3500,3338,59,1,749213
Aruba,3460,2128,23,11,27760
Guadeloupe,3426,837,26,28,38505
Somalia,3401,2812,98,0,0
Georgia,3306,1481,19,0,529121
Sri Lanka,3283,3070,13,0,266057
Bahamas,3214,1679,73,65,16517
Reunion,3194,2482,15,0,35419
Mali,3006,2349,128,0,48068
Estonia,2875,2374,64,3,185827
Malta,2699,2017,19,2,229252
South Sudan,2642,1290,49,0,12044
Botswana,2567,624,13,1,156054
Iceland,2307,2116,10,0,246791
Guinea-Bissau,2303,1127,39,5,0
Benin,2280,1950,40,0,169063
Guyana,2168,1331,64,15,11913
Sierra Leone,2159,1650,72,0,0
Yemen,2026,1221,585,0,0
Uruguay,1904,1612,46,0,211556
Burkina Faso,1816,1176,56,0,0
New Zealand,1811,1719,25,4,905436
Togo,1659,1259,41,0,82611
Cyprus,1590,1282,22,2,344831
