country,cases,recovered,deaths,critical,tests
World,66211479,45798082,1523605,106084,0
China,86584,81679,4634,5,160000000
USA,14772535,8658882,285550,26153,203884001
India,9608418,9058003,139736,8944,144727749
Brazil,6534951,5744369,175981,8318,25700000
Russia,2402949,1888752,42176,2300,78227415
France,2268552,168352,54767,3293,20879180
Spain,1699145,0,46252,2371,22992742
UK,1690432,0,60617,1261,44812139
Italy,1688939,872385,58852,3567,22767130
Argentina,1454631,1281955,39512,3929,4055795
Colombia,1352607,1240990,37467,2376,6649697
Germany,1152283,820600,18691,4011,29141172
Mexico,1144643,843231,108173,3377,2948516
Poland,1041846,666413,19359,1961,6396712
Iran,1016835,708106,49695,5824,6256715
Peru,970860,903958,36195,965,5136390
South Africa,805804,740450,21963,546,5534084
Ukraine,787891,397809,13195,177,4528772
Turkey,765997,423142,14509,5703,19338181
Belgium,584857,38577,17033,788,6012323
Indonesia,563680,466178,17479,0,5926986
Iraq,560622,489772,12387,256,3609466
Chile,557135,531543,15558,683,5455436
Netherlands,543924,0,9623,488,4043482
Czech Republic,542406,473994,8738,586,3152545
Romania,500273,390212,12052,1275,4205480
Bangladesh,473991,390951,6772,0,2836411
Philippines,436345,399345,8509,1401,5906862
Pakistan,410072,350305,8260,2395,5672166
Canada,402569,320096,12496,530,11739689
Morocco,372620,323814,6136,955,4038601
Saudi Arabia,358336,348238,5940,596,9796082
Switzerland,344497,260600,5293,479,2836245
Israel,342101,327162,2896,324,5605071
Portugal,312553,234038,4803,526,4722013
Austria,297245,243775,3651,642,3209340
Sweden,278912,0,7067,249,3457247
Nepal,238861,221847,1567,0,1771950
Hungary,238056,68525,5513,639,1876274
Jordan,234353,177195,2960,409,2648917
Serbia,206940,31536,1834,270,1867228
Ecuador,196482,169804,13696,356,666724
UAE,174062,157828,586,0,17240432
Panama,173607,150051,3154,161,955664
Bulgaria,158807,59677,4650,504,1009397
Japan,155232,131176,2240,505,3675244
Georgia,152704,126904,1425,0,1207234
Dominican Republic,146680,116169,2343,182,738156
Bolivia,145186,124015,8982,71,365758
Kuwait,143917,139148,886,84,1130744
Costa Rica,143685,95789,1773,212,404440
Belarus,143383,120571,1190,0,3367889
Croatia,143370,117148,2032,262,790883
Armenia,139692,114990,2277,0,522843
Qatar,139643,136872,239,33,1129685
Azerbaijan,138000,83800,1551,0,1797026
Kazakhstan,134706,118643,2034,221,4206738
Lebanon,134295,86019,1078,374,1672623
Guatemala,124805,113273,4224,5,551173
Oman,124329,115866,1435,106,571472
Egypt,117583,103191,6732,46,1000000
Moldova,113829,98276,2384,267,476316
Slovakia,113392,77142,957,246,1115246
Greece,113185,9989,2804,612,2450855
Ethiopia,112091,78619,1734,317,1658190
Honduras,109760,48953,2938,121,271223
Venezuela,103877,98879,913,117,2317442
Tunisia,101900,75464,3481,299,477656
Myanmar,96520,74973,2059,0,1246524
Palestine,94676,70206,797,71,714525
Bosnia and Herzegovina,92793,57545,2865,0,432980
Bahrain,87600,85710,341,12,2099301
Kenya,87249,68110,1506,77,919411
Denmark,86743,68632,867,40,7731119
Algeria,86730,56079,2492,46,0
Paraguay,86499,60644,1813,144,465266
Libya,85529,56048,1219,0,450525
Slovenia,83133,60957,1653,199,538770
Kyrgyzstan,74373,66113,1285,133,509160
Uzbekistan,73592,70861,611,174,1377915
Ireland,73491,23364,2086,29,2010334
Malaysia,70236,59061,376,129,2748881
Lithuania,69582,27760,590,132,1304400
Nigeria,68627,64467,1179,10,791539
North Macedonia,66330,42241,1877,138,344085
Singapore,58242,58152,29,0,4658858
Ghana,52096,50924,325,19,601007
Afghanistan,47388,37347,1847,93,155916
Albania,41302,20974,870,27,192663
El Salvador,39718,36286,1142,48,560018
Norway,37801,27414,354,38,2350736
Montenegro,37467,26414,522,68,140874
Luxembourg,37017,28029,345,41,1418680
South Korea,36332,28611,536,116,3157410
Australia,27949,25630,908,0,10133929
Finland,26758,18100,408,21,2033123
Sri Lanka,26559,19438,130,0,876044
Cameroon,24752,23344,443,52,149000
Uganda,21898,9117,206,0,637124
Cote d'Ivoire,21412,21054,132,0,222462
Latvia,19993,1849,242,46,658086
Sudan,18535,10672,1271,0,0
Zambia,17857,17145,364,0,430655
Madagascar,17513,16657,255,16,93734
Senegal,16297,15707,336,7,234564
Mozambique,16038,14160,133,0,236555
Angola,15493,8299,353,14,171247
French Polynesia,15107,4842,79,25,26355
Namibia,14804,13874,152,8,161479
Estonia,13939,8549,125,17,499566
Congo,13281,11753,337,0,0
Guinea,13186,12270,76,24,78418
Maldives,13143,12199,47,12,248889
Tajikistan,12349,11758,87,0,0
Cyprus,11812,2057,57,15,632950
Botswana,11531,8978,34,1,438332
French Guiana,11334,9995,71,1,84570
Cabo Verde,10996,10496,108,23,105008
Jamaica,10987,6730,260,10,117668
Zimbabwe,10547,8802,281,0,184820
Malta,10320,8120,149,18,439477
Haiti,9347,8124,233,0,34734
Gabon,9254,9106,60,6,311091
Mauritania,9181,7812,182,30,106996
Cuba,8610,7858,136,4,1157127
Guadeloupe,8427,2242,149,7,77192
Syria,8233,3811,437,0,0
Reunion,8200,7729,41,17,48859
Bahamas,7565,5976,163,0,44273
Belize,7383,3725,170,4,41868
Andorra,6955,6130,77,20,168635
Trinidad and Tobago,6735,5884,121,38,37279
Uruguay,6731,4826,80,25,455859
Hong Kong,6702,5465,112,23,4382709
Eswatini,6480,6066,122,11,63144
Malawi,6047,5472,185,4,75634
Rwanda,6043,5672,51,0,638972
Nicaragua,5838,4225,161,0,0
Congo,5774,4988,94,0,0
Djibouti,5690,5592,61,0,93060
Guyana,5601,4695,151,5,31270
Martinique,5520,98,41,9,65748
Iceland,5462,5223,27,2,396283
Suriname,5322,5205,117,2,22054
Mayotte,5181,2964,49,4,25231
Equatorial Guinea,5159,5023,85,0,70998
Aruba,4942,4746,45,4,51728
Mali,4938,3307,163,0,104321
CAR,4918,1924,63,2,32711
Somalia,4525,3480,121,0,0
